DeviceTag: 5(right),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.006,Â© Movella Technologies B.V. 2005-2025
291840,0.0995,-0.0080,-0.0077,0.9950,-0.0069,-0.0004,0.0311,0
292006,0.0995,-0.0080,-0.0078,0.9950,-0.0010,-0.0073,-0.0020,0
292173,0.0995,-0.0080,-0.0077,0.9950,0.0064,-0.0012,0.0155,0
292340,0.0995,-0.0080,-0.0077,0.9950,-0.0048,-0.0052,0.0080,0
292506,0.0995,-0.0080,-0.0077,0.9950,-0.0028,-0.0042,0.0251,0
292673,0.0995,-0.0080,-0.0077,0.9950,0.0006,0.0035,0.0296,0
292840,0.0995,-0.0080,-0.0077,0.9950,-0.0064,0.0015,0.0139,0
293006,0.0995,-0.0080,-0.0077,0.9950,-0.0070,-0.0056,0.0116,0
293173,0.0995,-0.0080,-0.0077,0.9950,-0.0100,0.0040,0.0386,0
293340,0.0995,-0.0080,-0.0077,0.9950,0.0030,0.0042,0.0171,0
293506,0.0995,-0.0080,-0.0077,0.9950,-0.0086,-0.0143,0.0133,0
293673,0.0995,-0.0080,-0.0077,0.9950,-0.0145,0.0002,0.0162,0
293840,0.0995,-0.0080,-0.0077,0.9950,-0.0068,-0.0152,0.0311,0
294006,0.0995,-0.0080,-0.0077,0.9950,-0.0029,-0.0141,0.0079,0
294173,0.0995,-0.0080,-0.0077,0.9950,0.0130,0.0053,0.0200,0
294340,0.0995,-0.0080,-0.0077,0.9950,-0.0007,-0.0033,0.0089,0
294506,0.0995,-0.0080,-0.0077,0.9950,-0.0012,-0.0175,0.0247,0
294673,0.0995,-0.0080,-0.0077,0.9950,0.0023,-0.0010,0.0039,0
294840,0.0995,-0.0080,-0.0077,0.9950,-0.0235,0.0036,0.0029,0
295006,0.0995,-0.0080,-0.0077,0.9950,0.0003,-0.0013,0.0147,0
295173,0.0995,-0.0080,-0.0077,0.9950,-0.0057,0.0122,0.0021,0
295340,0.0995,-0.0080,-0.0077,0.9950,-0.0085,0.0036,0.0330,0
295506,0.0995,-0.0080,-0.0077,0.9950,-0.0136,-0.0139,0.0290,0
295673,0.0995,-0.0080,-0.0077,0.9950,-0.0004,-0.0203,0.0120,0
295840,0.0995,-0.0080,-0.0077,0.9950,-0.0046,0.0039,0.0273,0
296006,0.0995,-0.0079,-0.0077,0.9950,0.0068,0.0103,0.0111,0
296173,0.0995,-0.0079,-0.0077,0.9950,0.0108,0.0197,0.0274,0
296340,0.0995,-0.0079,-0.0077,0.9950,0.0085,0.0044,0.0480,0
296506,0.0995,-0.0079,-0.0077,0.9950,0.0103,-0.0031,-0.0186,0
296673,0.0995,-0.0079,-0.0077,0.9950,-0.0063,0.0095,0.0298,0
296840,0.0995,-0.0079,-0.0077,0.9950,-0.0004,-0.0148,-0.0030,0
297006,0.0995,-0.0079,-0.0077,0.9950,-0.0163,0.0002,0.0226,0
297173,0.0995,-0.0079,-0.0077,0.9950,-0.0057,-0.0029,0.0341,0
297340,0.0995,-0.0079,-0.0077,0.9950,0.0044,-0.0086,0.0149,0
297506,0.0995,-0.0079,-0.0077,0.9950,0.0024,0.0060,0.0181,0
297673,0.0995,-0.0079,-0.0077,0.9950,-0.0002,0.0065,0.0196,0
297840,0.0995,-0.0079,-0.0077,0.9950,0.0025,0.0078,0.0002,0
298006,0.0994,-0.0079,-0.0077,0.9950,0.0017,-0.0012,0.0129,0
298173,0.0994,-0.0079,-0.0077,0.9950,-0.0020,-0.0046,0.0061,0
298340,0.0994,-0.0079,-0.0077,0.9950,-0.0066,0.0077,0.0150,0
298506,0.0994,-0.0079,-0.0077,0.9950,-0.0006,0.0091,0.0204,0
298673,0.0994,-0.0079,-0.0077,0.9950,0.0115,-0.0084,0.0172,0
298840,0.0994,-0.0079,-0.0077,0.9950,-0.0067,-0.0104,0.0453,0
299006,0.0994,-0.0079,-0.0077,0.9950,0.0003,-0.0085,0.0204,0
299173,0.0994,-0.0079,-0.0077,0.9950,0.0049,0.0059,0.0342,0
299340,0.0994,-0.0079,-0.0077,0.9950,0.0072,0.0017,0.0196,0
299506,0.0994,-0.0079,-0.0077,0.9950,-0.0120,-0.0019,0.0047,0
299673,0.0994,-0.0079,-0.0077,0.9950,-0.0100,-0.0005,0.0208,0
299840,0.0994,-0.0079,-0.0077,0.9950,0.0058,0.0011,0.0136,0
300006,0.0994,-0.0079,-0.0077,0.9950,-0.0020,-0.0084,-0.0022,0
300173,0.0994,-0.0079,-0.0077,0.9950,-0.0130,-0.0126,0.0135,0
300340,0.0994,-0.0079,-0.0077,0.9950,-0.0014,-0.0063,0.0040,0
300506,0.0994,-0.0079,-0.0077,0.9950,-0.0026,-0.0053,0.0198,0
300673,0.0994,-0.0079,-0.0077,0.9950,-0.0078,-0.0068,0.0066,0
300840,0.0994,-0.0079,-0.0077,0.9950,-0.0053,-0.0043,0.0139,0
301006,0.0994,-0.0079,-0.0077,0.9950,-0.0060,-0.0109,0.0148,0
301173,0.0994,-0.0079,-0.0077,0.9950,-0.0003,-0.0055,-0.0024,0
301340,0.0994,-0.0079,-0.0077,0.9950,-0.0009,0.0001,0.0065,0
301506,0.0994,-0.0079,-0.0077,0.9950,0.0016,0.0120,-0.0016,0
301673,0.0994,-0.0079,-0.0077,0.9950,-0.0015,0.0097,0.0354,0
301840,0.0994,-0.0079,-0.0077,0.9950,-0.0095,0.0139,0.0122,0
302006,0.0994,-0.0079,-0.0077,0.9950,-0.0168,-0.0075,0.0055,0
302173,0.0994,-0.0079,-0.0077,0.9950,-0.0121,-0.0005,0.0259,0
302340,0.0994,-0.0079,-0.0077,0.9950,-0.0018,-0.0125,0.0055,0
302506,0.0993,-0.0079,-0.0077,0.9950,-0.0003,-0.0066,0.0195,0
302673,0.0993,-0.0079,-0.0077,0.9950,-0.0037,0.0038,0.0114,0
302840,0.0994,-0.0079,-0.0077,0.9950,-0.0143,0.0138,0.0020,0
303006,0.0993,-0.0079,-0.0077,0.9950,-0.0117,0.0007,0.0072,0
303173,0.0993,-0.0079,-0.0077,0.9950,0.0000,0.0010,0.0227,0
303340,0.0993,-0.0079,-0.0077,0.9950,-0.0111,-0.0022,0.0245,0
303506,0.0993,-0.0079,-0.0077,0.9950,-0.0038,0.0021,0.0071,0
303673,0.0993,-0.0079,-0.0077,0.9950,-0.0201,-0.0044,0.0284,0
303840,0.0993,-0.0079,-0.0077,0.9950,-0.0031,0.0017,0.0055,0
304006,0.0993,-0.0079,-0.0077,0.9950,0.0147,0.0086,0.0131,0
304173,0.0993,-0.0079,-0.0077,0.9950,-0.0019,-0.0024,0.0407,0
304340,0.0993,-0.0079,-0.0077,0.9950,0.0034,-0.0055,0.0049,0
304506,0.0993,-0.0079,-0.0077,0.9950,0.0007,-0.0011,0.0122,0
304673,0.0993,-0.0079,-0.0077,0.9950,-0.0028,-0.0082,0.0220,0
304840,0.0992,-0.0079,-0.0077,0.9950,-0.0090,0.0042,0.0160,0
305007,0.0992,-0.0079,-0.0077,0.9950,0.0012,0.0174,0.0026,0
305173,0.0992,-0.0079,-0.0077,0.9950,-0.0059,0.0082,0.0132,0
305340,0.0992,-0.0079,-0.0077,0.9950,0.0071,0.0065,0.0126,0
305507,0.0992,-0.0079,-0.0077,0.9950,-0.0145,-0.0036,0.0172,0
305673,0.0992,-0.0079,-0.0077,0.9950,-0.0013,-0.0029,0.0048,0
305840,0.0992,-0.0079,-0.0077,0.9950,0.0001,-0.0046,0.0155,0
306007,0.0992,-0.0079,-0.0077,0.9950,-0.0020,0.0035,-0.0141,0
306173,0.0992,-0.0079,-0.0077,0.9950,-0.0079,-0.0018,0.0014,0
306340,0.0992,-0.0079,-0.0077,0.9950,0.0024,0.0232,0.0014,0
306507,0.0991,-0.0079,-0.0076,0.9950,0.0047,0.0152,0.0041,0
306673,0.0991,-0.0079,-0.0076,0.9950,-0.0011,0.0101,0.0274,0
306840,0.0991,-0.0079,-0.0076,0.9950,-0.0104,-0.0188,0.0161,0
307007,0.0991,-0.0079,-0.0076,0.9950,-0.0011,-0.0127,0.0068,0
307173,0.0992,-0.0079,-0.0076,0.9950,-0.0058,0.0008,0.0212,0
307340,0.0992,-0.0079,-0.0076,0.9950,-0.0033,0.0066,0.0110,0
307507,0.0992,-0.0079,-0.0076,0.9950,0.0026,0.0070,0.0311,0
307673,0.0992,-0.0079,-0.0076,0.9950,-0.0072,-0.0009,0.0074,0
307840,0.0992,-0.0079,-0.0076,0.9950,0.0004,-0.0091,0.0201,0
308007,0.0992,-0.0079,-0.0076,0.9950,-0.0023,0.0039,0.0099,0
308173,0.0992,-0.0079,-0.0076,0.9950,0.0003,0.0086,0.0147,0
308340,0.0992,-0.0079,-0.0076,0.9950,-0.0114,0.0089,0.0107,0
308507,0.0992,-0.0079,-0.0076,0.9950,-0.0001,0.0018,0.0151,0
308673,0.0992,-0.0079,-0.0076,0.9950,0.0055,-0.0058,0.0012,0
308840,0.0992,-0.0079,-0.0076,0.9950,-0.0056,-0.0143,0.0311,0
309007,0.0992,-0.0079,-0.0076,0.9950,0.0025,-0.0052,-0.0072,0
309173,0.0992,-0.0079,-0.0076,0.9950,-0.0049,0.0041,0.0004,0
309340,0.0992,-0.0079,-0.0076,0.9950,-0.0087,0.0027,0.0162,0
309507,0.0992,-0.0079,-0.0076,0.9950,0.0033,0.0131,0.0243,0
309673,0.0992,-0.0079,-0.0076,0.9950,-0.0076,0.0102,0.0203,0
309840,0.0992,-0.0079,-0.0076,0.9950,-0.0141,-0.0065,0.0080,0
310007,0.0992,-0.0079,-0.0076,0.9950,-0.0129,0.0015,0.0042,0
310173,0.0992,-0.0079,-0.0076,0.9950,0.0004,0.0032,0.0130,0
310340,0.0992,-0.0079,-0.0076,0.9950,0.0182,-0.0056,0.0205,0
310507,0.0992,-0.0079,-0.0076,0.9950,-0.0064,-0.0211,0.0039,0
310673,0.0991,-0.0079,-0.0076,0.9950,-0.0049,0.0146,0.0060,0
310840,0.0991,-0.0079,-0.0076,0.9950,-0.0152,0.0008,0.0008,0
311007,0.0991,-0.0079,-0.0076,0.9950,-0.0053,0.0061,0.0097,0
311173,0.0991,-0.0079,-0.0076,0.9950,-0.0136,0.0114,0.0145,0
311340,0.0991,-0.0079,-0.0076,0.9950,0.0020,-0.0063,0.0160,0
311507,0.0991,-0.0079,-0.0076,0.9950,0.0050,0.0003,0.0054,0
311673,0.0991,-0.0079,-0.0076,0.9950,0.0082,0.0112,0.0307,0
311840,0.0991,-0.0079,-0.0076,0.9950,0.0208,0.0013,-0.0033,0
312007,0.0991,-0.0079,-0.0076,0.9950,0.0034,-0.0014,0.0179,0
312173,0.0991,-0.0079,-0.0076,0.9950,0.0094,-0.0016,0.0337,0
312340,0.0991,-0.0079,-0.0076,0.9950,-0.0108,-0.0111,0.0056,0
312507,0.9999,-0.0084,0.0071,0.0001,0.0042,-0.0070,0.0375,0
312673,0.9999,-0.0084,0.0071,0.0001,-0.0031,0.0019,0.0079,0
312840,0.9999,-0.0084,0.0071,0.0001,0.0077,0.0033,0.0230,0
313007,0.9999,-0.0084,0.0071,0.0001,-0.0192,0.0054,0.0056,0
313173,0.9999,-0.0084,0.0071,0.0001,-0.0136,-0.0063,0.0185,0
313340,0.9999,-0.0084,0.0071,0.0001,-0.0046,0.0038,0.0371,0
313507,0.9999,-0.0084,0.0071,0.0001,0.0046,-0.0108,-0.0004,0
313673,0.9999,-0.0084,0.0071,0.0001,0.0072,0.0011,0.0026,0
313840,0.9999,-0.0084,0.0071,0.0001,0.0103,0.0084,0.0339,0
314007,0.9999,-0.0084,0.0071,0.0001,0.0091,-0.0032,0.0206,0
314173,0.9999,-0.0084,0.0071,0.0001,-0.0054,0.0153,0.0226,0
314340,0.9999,-0.0084,0.0071,0.0001,0.0006,0.0043,0.0251,0
314507,0.9999,-0.0084,0.0071,0.0001,-0.0218,-0.0026,0.0248,0
314673,0.9999,-0.0084,0.0071,0.0001,0.0036,-0.0201,0.0060,0
314840,0.9999,-0.0084,0.0071,0.0001,-0.0017,-0.0096,0.0287,0
315007,0.9999,-0.0084,0.0071,0.0001,0.0139,-0.0054,-0.0011,0
315173,0.9999,-0.0084,0.0071,0.0001,0.0071,-0.0000,0.0088,0
315340,0.9999,-0.0084,0.0071,0.0002,0.0033,0.0043,0.0109,0
315507,0.9999,-0.0084,0.0071,0.0002,0.0093,0.0157,0.0372,0
315673,0.9999,-0.0084,0.0071,0.0002,-0.0026,0.0006,0.0251,0
315840,0.9999,-0.0084,0.0071,0.0002,-0.0008,-0.0062,0.0019,0
316007,0.9999,-0.0084,0.0071,0.0002,-0.0121,-0.0114,0.0111,0
316173,0.9999,-0.0084,0.0071,0.0002,-0.0018,-0.0213,0.0102,0
316340,0.9999,-0.0084,0.0071,0.0002,-0.0050,-0.0250,0.0197,0
316507,0.9999,-0.0084,0.0071,0.0002,-0.0024,-0.0123,-0.0036,0
316673,0.9999,-0.0084,0.0071,0.0002,0.0067,0.0127,0.0329,0
316840,0.9999,-0.0084,0.0071,0.0002,-0.0048,0.0244,0.0031,0
317007,0.9999,-0.0084,0.0071,0.0002,-0.0026,0.0178,0.0157,0
317173,0.9999,-0.0084,0.0071,0.0002,-0.0191,0.0047,0.0263,0
317340,0.9999,-0.0084,0.0071,0.0002,-0.0073,-0.0083,-0.0008,0
317507,0.9999,-0.0084,0.0071,0.0002,0.0037,0.0004,-0.0045,0
317673,0.9999,-0.0084,0.0071,0.0002,0.0060,-0.0043,0.0101,0
317840,0.9999,-0.0084,0.0071,0.0002,0.0064,-0.0151,0.0143,0
318007,0.9999,-0.0084,0.0071,0.0002,-0.0045,-0.0076,0.0117,0
318173,0.9999,-0.0084,0.0071,0.0002,-0.0044,0.0028,0.0296,0
318340,0.9999,-0.0084,0.0071,0.0002,0.0067,-0.0049,-0.0166,0
318507,0.9999,-0.0084,0.0071,0.0002,0.0010,-0.0082,0.0246,0
318673,0.9999,-0.0084,0.0071,0.0002,0.0050,-0.0057,0.0154,0
318840,0.9999,-0.0084,0.0071,0.0002,0.0119,0.0046,0.0009,0
319007,0.9999,-0.0084,0.0071,0.0002,0.0143,0.0008,-0.0092,0
319173,0.9999,-0.0084,0.0071,0.0002,-0.0086,-0.0006,0.0241,0
319340,0.9999,-0.0084,0.0071,0.0002,0.0055,0.0063,0.0097,0
319507,0.9999,-0.0084,0.0071,0.0002,-0.0073,-0.0055,0.0018,0
319673,0.9999,-0.0084,0.0071,0.0002,0.0150,-0.0134,0.0192,0
319840,0.9999,-0.0084,0.0071,0.0002,0.0114,-0.0027,0.0035,0
320007,0.9999,-0.0084,0.0071,0.0002,-0.0013,-0.0073,0.0105,0
320173,0.9999,-0.0084,0.0071,0.0002,-0.0114,0.0023,0.0166,0
320340,0.9999,-0.0084,0.0071,0.0002,0.0037,0.0089,0.0085,0
320507,0.9999,-0.0084,0.0071,0.0002,0.0021,0.0042,-0.0018,0
320673,0.9999,-0.0084,0.0071,0.0002,-0.0001,-0.0102,0.0050,0
320840,0.9999,-0.0084,0.0071,0.0002,-0.0041,-0.0161,0.0289,0
321007,0.9999,-0.0084,0.0071,0.0002,-0.0138,-0.0177,0.0177,0
321173,0.9999,-0.0084,0.0071,0.0002,-0.0054,-0.0001,0.0083,0
321340,0.9999,-0.0084,0.0071,0.0002,0.0011,-0.0004,0.0235,0
321507,0.9999,-0.0084,0.0071,0.0002,0.0043,-0.0093,0.0079,0
321674,0.9999,-0.0084,0.0071,0.0002,0.0036,0.0083,0.0027,0
321840,0.9999,-0.0084,0.0071,0.0002,0.0032,0.0113,0.0125,0
322007,0.9999,-0.0084,0.0071,0.0002,0.0078,0.0040,0.0067,0
322174,0.9999,-0.0084,0.0071,0.0002,0.0025,0.0154,0.0038,0
322340,0.9999,-0.0084,0.0071,0.0002,0.0157,0.0193,0.0095,0
322507,0.9999,-0.0084,0.0071,0.0002,0.0047,0.0133,0.0285,0
322674,0.9999,-0.0084,0.0071,0.0002,0.0031,-0.0017,0.0246,0
322840,0.9999,-0.0084,0.0071,0.0002,-0.0012,0.0055,0.0136,0
323007,0.9999,-0.0084,0.0071,0.0002,0.0045,-0.0169,0.0117,0
323174,0.9999,-0.0084,0.0071,0.0002,0.0162,-0.0106,-0.0017,0
323340,0.9999,-0.0084,0.0071,0.0002,0.0037,0.0018,0.0109,0
323507,0.9999,-0.0084,0.0071,0.0002,0.0061,0.0039,0.0188,0
323674,0.9999,-0.0084,0.0071,0.0002,-0.0007,-0.0073,0.0147,0
323840,0.9999,-0.0084,0.0071,0.0002,-0.0014,0.0001,0.0140,0
324007,0.9999,-0.0084,0.0071,0.0002,0.0032,-0.0003,0.0135,0
324174,0.9999,-0.0084,0.0071,0.0002,0.0160,-0.0044,0.0047,0
324340,0.9999,-0.0084,0.0071,0.0002,0.0080,-0.0021,0.0149,0
324507,0.9999,-0.0084,0.0071,0.0002,0.0104,-0.0126,-0.0065,0
324674,0.9999,-0.0084,0.0071,0.0002,-0.0063,0.0003,0.0121,0
324840,0.9999,-0.0084,0.0071,0.0002,-0.0009,-0.0056,-0.0050,0
325007,0.9999,-0.0084,0.0071,0.0002,-0.0005,-0.0114,0.0072,0
325174,0.9999,-0.0084,0.0071,0.0002,-0.0087,-0.0230,0.0214,0
325340,0.9999,-0.0084,0.0071,0.0002,0.0013,-0.0109,0.0101,0
325507,0.9999,-0.0084,0.0071,0.0002,-0.0044,0.0037,0.0081,0
325674,0.9999,-0.0084,0.0071,0.0002,0.0020,0.0218,-0.0091,0
325840,0.9999,-0.0084,0.0071,0.0002,0.0018,0.0005,0.0260,0
326007,0.9999,-0.0084,0.0071,0.0002,-0.0017,-0.0153,0.0263,0
326174,0.9999,-0.0084,0.0071,0.0002,-0.0115,-0.0093,0.0043,0
326340,0.9999,-0.0084,0.0072,0.0002,-0.0029,-0.0185,0.0004,0
326507,0.9999,-0.0084,0.0072,0.0002,0.0026,-0.0064,0.0097,0
326674,0.9999,-0.0084,0.0071,0.0002,-0.0054,0.0027,0.0252,0
326840,0.9999,-0.0084,0.0071,0.0002,-0.0080,0.0083,0.0232,0
327007,0.9999,-0.0084,0.0071,0.0002,-0.0112,0.0188,0.0047,0
327174,0.9999,-0.0084,0.0071,0.0001,0.0061,-0.0138,0.0212,0
327340,0.9999,-0.0084,0.0071,0.0001,0.0230,-0.0125,0.0286,0
327507,0.9999,-0.0084,0.0071,0.0001,0.0115,-0.0084,0.0319,0
327674,0.9999,-0.0084,0.0071,0.0001,0.0005,-0.0041,0.0337,0
327840,0.9999,-0.0084,0.0071,0.0001,0.0137,0.0171,0.0068,0
328007,0.9999,-0.0084,0.0071,0.0001,0.0056,0.0017,0.0207,0
328174,0.9999,-0.0084,0.0071,0.0001,0.0160,0.0003,0.0140,0
328340,0.9999,-0.0084,0.0071,0.0001,0.0014,-0.0042,0.0044,0
328507,0.9999,-0.0084,0.0071,0.0001,0.0135,-0.0009,0.0118,0
328674,0.9999,-0.0084,0.0071,0.0001,-0.0016,-0.0009,0.0055,0
328840,0.9999,-0.0084,0.0071,0.0001,-0.0119,0.0088,0.0048,0
329007,0.9999,-0.0084,0.0071,0.0001,-0.0068,0.0015,0.0452,0
329174,0.9999,-0.0084,0.0071,0.0001,0.0059,-0.0000,0.0453,0
329340,0.9999,-0.0084,0.0071,0.0001,0.0040,-0.0138,-0.0023,0
329507,0.9999,-0.0084,0.0071,0.0001,0.0043,-0.0013,0.0023,0
