DeviceTag: 5(right),FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2025-07-23 20:35:06.006,Â© Movella Technologies B.V. 2005-2025
329674,0.9999,-0.0084,0.0071,0.0001,0.0112,0.0004,0.0287,0
329840,0.9999,-0.0084,0.0071,0.0001,0.0053,-0.0064,0.0206,0
330007,0.9999,-0.0084,0.0071,0.0001,0.0008,-0.0020,0.0103,0
330174,0.9999,-0.0084,0.0071,0.0001,-0.0002,0.0005,0.0058,0
330340,0.9999,-0.0084,0.0071,0.0001,-0.0050,-0.0066,-0.0135,0
330507,0.9999,-0.0084,0.0071,0.0001,0.0093,-0.0026,0.0303,0
330674,0.9999,-0.0083,0.0071,0.0001,0.0083,-0.0117,0.0121,0
330840,0.9999,-0.0083,0.0071,0.0001,0.0146,0.0053,0.0108,0
331007,0.9999,-0.0084,0.0071,0.0001,0.0139,0.0019,0.0297,0
331174,0.9999,-0.0084,0.0071,0.0001,0.0012,0.0161,0.0191,0
331340,0.9999,-0.0084,0.0071,0.0001,0.0050,-0.0032,0.0232,0
331507,0.9999,-0.0083,0.0071,0.0001,-0.0026,-0.0140,0.0169,0
331674,0.9999,-0.0083,0.0071,0.0001,-0.0061,-0.0043,0.0351,0
331840,0.9999,-0.0083,0.0071,0.0001,0.0078,-0.0120,0.0200,0
332007,0.9999,-0.0084,0.0071,0.0001,0.0126,-0.0001,0.0248,0
332174,0.9999,-0.0083,0.0071,0.0001,0.0004,0.0093,0.0151,0
332340,0.9999,-0.0084,0.0071,0.0001,0.0191,0.0027,0.0106,0
332507,0.9999,-0.0083,0.0071,0.0001,0.0085,0.0029,0.0241,0
332674,0.9999,-0.0084,0.0071,0.0001,0.0077,0.0050,0.0039,0
332840,0.9999,-0.0083,0.0072,0.0001,-0.0229,-0.0001,0.0002,0
333007,0.9999,-0.0083,0.0072,0.0001,0.0029,-0.0049,0.0271,0
333174,0.9999,-0.0084,0.0071,0.0001,0.0080,0.0004,0.0224,0
333340,0.9999,-0.0083,0.0071,0.0001,0.0120,0.0129,0.0082,0
333507,0.9999,-0.0083,0.0072,0.0001,0.0124,0.0105,0.0054,0
333674,0.9999,-0.0083,0.0072,0.0001,0.0088,-0.0101,0.0214,0
333840,0.9999,-0.0084,0.0072,0.0001,0.0023,0.0064,0.0068,0
334007,0.9999,-0.0084,0.0072,0.0000,0.0040,-0.0013,0.0016,0
334174,0.9999,-0.0084,0.0072,0.0000,-0.0071,0.0019,0.0213,0
334340,0.9999,-0.0084,0.0072,0.0000,-0.0036,0.0040,-0.0157,0
334507,0.9999,-0.0084,0.0072,0.0000,0.0012,0.0117,0.0167,0
334674,0.9999,-0.0084,0.0071,0.0001,0.0068,-0.0066,0.0324,0
334840,0.9999,-0.0084,0.0071,0.0001,0.0180,0.0128,0.0105,0
335007,0.9999,-0.0084,0.0071,0.0001,0.0037,-0.0088,0.0238,0
335174,0.9999,-0.0084,0.0071,0.0000,0.0010,-0.0066,0.0180,0
335340,0.9999,-0.0084,0.0071,0.0001,0.0039,-0.0133,0.0214,0
335507,0.9999,-0.0084,0.0071,0.0001,-0.0100,0.0036,0.0289,0
335674,0.9999,-0.0084,0.0071,0.0001,0.0045,0.0154,0.0141,0
335840,0.9999,-0.0084,0.0071,0.0000,0.0129,-0.0014,0.0232,0
336007,0.9999,-0.0084,0.0071,0.0001,0.0110,-0.0105,0.0297,0
336174,0.9999,-0.0084,0.0071,0.0001,0.0021,-0.0004,0.0151,0
336340,0.9999,-0.0084,0.0071,0.0001,0.0030,0.0046,0.0143,0
336507,0.9999,-0.0084,0.0071,0.0001,0.0031,-0.0034,0.0168,0
336674,0.9999,-0.0084,0.0071,0.0001,-0.0263,-0.0084,0.0291,0
336840,0.9999,-0.0084,0.0071,0.0001,0.0036,-0.0052,0.0330,0
337007,0.9999,-0.0084,0.0071,0.0001,-0.0082,-0.0127,0.0066,0
337174,0.9999,-0.0084,0.0071,0.0001,-0.0009,0.0056,0.0323,0
337340,0.9999,-0.0084,0.0071,0.0001,-0.0019,0.0087,0.0345,0
337507,0.9999,-0.0084,0.0071,0.0001,-0.0032,0.0067,-0.0020,0
337674,0.9999,-0.0084,0.0071,0.0001,0.0015,-0.0049,-0.0047,0
337840,0.9999,-0.0084,0.0071,0.0001,0.0136,-0.0095,-0.0083,0
338007,0.9999,-0.0084,0.0071,0.0001,-0.0010,0.0051,0.0093,0
338174,0.9999,-0.0084,0.0071,0.0001,0.0165,-0.0010,-0.0064,0
338341,0.9999,-0.0084,0.0071,0.0001,0.0022,-0.0041,0.0229,0
338507,0.9999,-0.0084,0.0071,0.0001,-0.0014,0.0056,0.0071,0
338674,0.9999,-0.0084,0.0071,0.0001,0.0096,0.0056,0.0105,0
338841,0.9999,-0.0084,0.0071,0.0001,-0.0007,0.0051,0.0136,0
339007,0.9999,-0.0084,0.0071,0.0001,-0.0008,0.0069,0.0250,0
339174,0.9999,-0.0084,0.0071,0.0001,0.0080,-0.0017,-0.0087,0
339341,0.9999,-0.0084,0.0071,0.0001,0.0088,-0.0051,-0.0010,0
339507,0.9999,-0.0084,0.0071,0.0001,0.0043,0.0109,0.0181,0
339674,0.9999,-0.0084,0.0071,0.0001,0.0030,0.0166,0.0220,0
339841,0.9999,-0.0084,0.0071,0.0001,-0.0053,-0.0082,0.0023,0
340007,0.9999,-0.0084,0.0071,0.0001,0.0007,-0.0080,0.0196,0
340174,0.9999,-0.0084,0.0071,0.0001,-0.0045,-0.0175,0.0113,0
340341,0.9999,-0.0084,0.0071,0.0001,-0.0034,-0.0072,0.0192,0
340507,0.9999,-0.0084,0.0071,0.0001,0.0060,0.0159,0.0248,0
340674,0.9999,-0.0085,0.0071,0.0001,-0.0077,0.0017,-0.0012,0
340841,0.9999,-0.0085,0.0071,0.0001,0.0067,0.0100,0.0381,0
341007,0.9999,-0.0085,0.0071,0.0001,-0.0040,-0.0050,-0.0096,0
341174,0.9999,-0.0085,0.0071,0.0001,0.0039,-0.0033,-0.0145,0
341341,0.9999,-0.0085,0.0071,0.0001,-0.0059,0.0011,0.0075,0
341507,0.9999,-0.0084,0.0071,0.0001,-0.0110,0.0089,0.0160,0
341674,0.9999,-0.0084,0.0071,0.0001,0.0058,-0.0053,0.0119,0
341841,0.9999,-0.0084,0.0071,0.0001,-0.0023,-0.0187,0.0108,0
342007,0.9999,-0.0084,0.0071,0.0001,0.0011,0.0051,0.0113,0
342174,0.9999,-0.0084,0.0071,0.0001,0.0162,0.0094,0.0300,0
342341,0.9999,-0.0084,0.0071,0.0001,0.0123,-0.0069,0.0090,0
342507,0.9999,-0.0085,0.0071,0.0001,0.0057,-0.0154,-0.0028,0
342674,0.9999,-0.0084,0.0071,0.0001,0.0114,0.0021,0.0160,0
342841,0.9999,-0.0084,0.0071,0.0001,-0.0136,0.0043,0.0258,0
343007,0.9999,-0.0084,0.0071,0.0001,-0.0056,-0.0024,0.0100,0
343174,0.9999,-0.0084,0.0071,0.0001,-0.0036,-0.0009,0.0115,0
343341,0.9999,-0.0085,0.0071,0.0001,-0.0069,0.0048,0.0327,0
343507,0.9999,-0.0084,0.0071,0.0001,0.0097,-0.0070,0.0088,0
343674,0.9999,-0.0084,0.0071,0.0001,0.0033,-0.0094,0.0027,0
343841,0.9999,-0.0084,0.0072,0.0001,0.0055,-0.0151,0.0150,0
344007,0.9999,-0.0084,0.0072,0.0001,-0.0038,0.0074,0.0276,0
344174,0.9999,-0.0084,0.0071,0.0001,-0.0029,-0.0043,0.0282,0
344341,0.9999,-0.0084,0.0071,0.0001,-0.0043,-0.0043,0.0320,0
344507,0.9999,-0.0085,0.0071,0.0001,0.0033,-0.0181,0.0044,0
344674,0.9999,-0.0084,0.0071,0.0001,0.0005,-0.0126,0.0105,0
344841,0.9999,-0.0084,0.0071,0.0001,0.0142,-0.0111,0.0143,0
345007,0.9999,-0.0084,0.0072,0.0001,0.0008,-0.0112,0.0211,0
345174,0.9999,-0.0084,0.0071,0.0001,-0.0055,0.0164,0.0090,0
345341,0.9999,-0.0084,0.0071,0.0001,0.0090,0.0036,0.0271,0
345507,0.9999,-0.0084,0.0071,0.0001,-0.0031,-0.0116,0.0098,0
345674,0.9999,-0.0084,0.0072,0.0001,-0.0031,0.0026,0.0078,0
345841,0.9999,-0.0085,0.0072,0.0001,0.0138,-0.0046,0.0172,0
346007,0.9999,-0.0084,0.0072,0.0001,0.0074,0.0064,0.0078,0
346174,0.9999,-0.0084,0.0072,0.0001,0.0170,0.0093,0.0360,0
346341,0.9999,-0.0084,0.0072,0.0001,-0.0103,0.0142,0.0289,0
346507,0.9999,-0.0085,0.0072,0.0001,0.0011,0.0056,0.0131,0
346674,0.9999,-0.0085,0.0072,0.0001,-0.0056,0.0056,0.0396,0
346841,0.9999,-0.0084,0.0072,0.0001,-0.0040,0.0049,0.0155,0
347007,0.9999,-0.0084,0.0072,0.0001,0.0016,-0.0083,0.0188,0
347174,0.9999,-0.0084,0.0072,0.0001,0.0091,-0.0032,0.0129,0
347341,0.9999,-0.0084,0.0072,0.0001,0.0030,-0.0130,0.0060,0
347507,0.9999,-0.0084,0.0072,0.0001,-0.0034,0.0107,-0.0001,0
347674,0.9999,-0.0084,0.0072,0.0001,0.0036,0.0023,0.0260,0
347841,0.9999,-0.0084,0.0072,0.0001,0.0059,0.0036,0.0055,0
348007,0.9999,-0.0084,0.0072,0.0001,0.0052,-0.0154,0.0118,0
348174,0.9999,-0.0084,0.0072,0.0001,-0.0032,0.0001,0.0144,0
348341,0.9999,-0.0084,0.0072,0.0001,0.0029,0.0023,0.0393,0
348507,0.9999,-0.0084,0.0072,0.0001,0.0111,0.0061,0.0084,0
348674,0.9999,-0.0084,0.0072,0.0001,0.0090,0.0042,0.0251,0
348841,0.9999,-0.0084,0.0072,0.0001,0.0057,-0.0037,0.0258,0
349007,0.9999,-0.0084,0.0072,0.0001,-0.0111,-0.0064,0.0247,0
349174,0.9999,-0.0084,0.0072,0.0001,0.0054,-0.0135,0.0231,0
349341,0.9999,-0.0084,0.0072,0.0001,0.0124,-0.0079,0.0300,0
349507,0.9999,-0.0084,0.0072,0.0001,0.0024,0.0117,0.0290,0
349674,0.9999,-0.0084,0.0072,0.0001,-0.0074,0.0068,0.0179,0
349841,0.9999,-0.0084,0.0072,0.0001,0.0087,-0.0079,0.0129,0
350007,0.9999,-0.0084,0.0072,0.0001,0.0114,-0.0130,0.0295,0
350174,0.9999,-0.0084,0.0072,0.0001,0.0021,-0.0048,0.0188,0
350341,0.9999,-0.0084,0.0072,0.0001,0.0027,0.0032,0.0156,0
350507,0.9999,-0.0084,0.0072,0.0001,-0.0020,0.0018,0.0255,0
350674,0.9999,-0.0084,0.0072,0.0001,-0.0002,-0.0006,0.0327,0
350841,0.9999,-0.0084,0.0072,0.0001,-0.0064,-0.0156,0.0083,0
351007,0.9999,-0.0084,0.0072,0.0001,0.0011,-0.0095,0.0258,0
351174,0.9999,-0.0084,0.0072,0.0001,-0.0095,0.0033,0.0232,0
351341,0.9999,-0.0084,0.0072,0.0001,0.0047,-0.0020,0.0080,0
351507,0.9999,-0.0084,0.0072,0.0002,0.0163,0.0048,0.0167,0
351674,0.9999,-0.0084,0.0072,0.0002,-0.0041,0.0131,0.0109,0
351841,0.9999,-0.0084,0.0072,0.0002,-0.0005,0.0166,0.0167,0
352007,0.9999,-0.0084,0.0072,0.0002,0.0081,-0.0030,0.0123,0
352174,0.9999,-0.0084,0.0072,0.0002,0.0040,-0.0071,0.0175,0
352341,0.9999,-0.0084,0.0072,0.0002,-0.0057,-0.0146,0.0073,0
352507,0.9999,-0.0084,0.0072,0.0002,0.0088,-0.0090,0.0165,0
352674,0.9999,-0.0084,0.0072,0.0002,0.0157,-0.0038,0.0229,0
352841,0.9999,-0.0084,0.0072,0.0002,0.0205,0.0123,0.0238,0
353007,0.9999,-0.0084,0.0072,0.0002,0.0037,-0.0043,0.0008,0
353174,0.9999,-0.0084,0.0072,0.0002,-0.0129,-0.0073,0.0279,0
353341,0.9999,-0.0084,0.0072,0.0002,0.0070,-0.0016,0.0216,0
353507,0.9999,-0.0084,0.0072,0.0002,-0.0094,-0.0222,0.0072,0
353674,0.9999,-0.0084,0.0072,0.0002,0.0027,0.0019,0.0151,0
353841,0.9999,-0.0084,0.0072,0.0002,-0.0142,0.0064,0.0331,0
354007,0.9999,-0.0084,0.0072,0.0002,0.0137,0.0118,0.0168,0
354174,0.9999,-0.0084,0.0072,0.0002,0.0093,0.0205,0.0263,0
354341,0.9999,-0.0084,0.0072,0.0002,0.0092,-0.0133,0.0188,0
354507,0.9999,-0.0084,0.0072,0.0002,0.0115,0.0028,0.0188,0
354674,0.9999,-0.0084,0.0071,0.0001,-0.0089,-0.0011,0.0209,0
354841,0.9999,-0.0084,0.0071,0.0001,-0.0029,0.0059,0.0142,0
355008,0.9999,-0.0084,0.0071,0.0001,-0.0064,0.0202,0.0274,0
355174,0.9999,-0.0084,0.0071,0.0002,0.0003,0.0029,0.0090,0
355341,0.9999,-0.0084,0.0071,0.0002,0.0032,0.0041,0.0277,0
355508,0.9999,-0.0084,0.0071,0.0001,0.0153,0.0008,0.0137,0
355674,0.9999,-0.0084,0.0071,0.0001,0.0093,-0.0009,0.0202,0
355841,0.9999,-0.0084,0.0071,0.0001,0.0048,-0.0009,0.0285,0
356008,0.9999,-0.0084,0.0071,0.0001,0.0005,-0.0038,0.0044,0
356174,0.9999,-0.0084,0.0071,0.0001,-0.0017,-0.0009,0.0079,0
356341,0.9999,-0.0084,0.0071,0.0001,0.0001,0.0088,0.0271,0
356508,0.9999,-0.0085,0.0071,0.0001,-0.0004,0.0140,0.0134,0
356674,0.9999,-0.0085,0.0071,0.0001,0.0061,0.0117,0.0273,0
356841,0.9999,-0.0084,0.0071,0.0001,0.0063,0.0038,0.0207,0
357008,0.9999,-0.0084,0.0071,0.0001,0.0139,0.0069,0.0226,0
357174,0.9999,-0.0084,0.0071,0.0001,0.0023,-0.0052,0.0301,0
357341,0.9999,-0.0084,0.0071,0.0001,-0.0007,0.0003,0.0165,0
357508,0.9999,-0.0084,0.0071,0.0001,0.0053,-0.0050,0.0247,0
357674,0.9999,-0.0084,0.0071,0.0001,-0.0005,0.0103,0.0202,0
357841,0.9999,-0.0084,0.0071,0.0001,0.0049,0.0112,0.0140,0
358008,0.9999,-0.0084,0.0071,0.0001,0.0176,0.0178,0.0121,0
358174,0.9999,-0.0084,0.0072,0.0001,0.0034,0.0123,0.0178,0
358341,0.9999,-0.0084,0.0072,0.0001,0.0063,-0.0044,0.0041,0
358508,0.9999,-0.0084,0.0072,0.0001,-0.0051,-0.0163,0.0169,0
358674,0.9999,-0.0084,0.0072,0.0001,-0.0081,-0.0095,0.0203,0
358841,0.9999,-0.0084,0.0072,0.0001,0.0008,-0.0091,0.0243,0
359008,0.9999,-0.0084,0.0072,0.0001,-0.0011,0.0019,0.0066,0
359174,0.9999,-0.0084,0.0072,0.0001,0.0150,-0.0006,0.0074,0
359341,0.9999,-0.0084,0.0072,0.0001,0.0091,0.0088,0.0293,0
359508,0.9999,-0.0084,0.0072,0.0001,0.0075,0.0125,0.0292,0
359674,0.9999,-0.0084,0.0072,0.0001,0.0060,0.0017,0.0126,0
359841,0.9999,-0.0084,0.0072,0.0001,0.0073,-0.0180,0.0045,0
360008,0.9999,-0.0084,0.0072,0.0001,-0.0026,-0.0090,0.0182,0
360174,0.9999,-0.0084,0.0072,0.0001,0.0113,-0.0107,0.0186,0
360341,0.9999,-0.0084,0.0072,0.0001,0.0041,0.0017,0.0290,0
360508,0.9999,-0.0084,0.0072,0.0001,0.0060,0.0083,0.0212,0
360674,0.9999,-0.0084,0.0072,0.0001,0.0099,-0.0021,0.0316,0
360841,0.9999,-0.0084,0.0073,0.0001,-0.0057,0.0008,0.0002,0
361008,0.9999,-0.0084,0.0073,0.0001,0.0026,0.0072,0.0337,0
361174,0.9999,-0.0084,0.0073,0.0001,-0.0105,0.0008,0.0125,0
361341,0.9999,-0.0084,0.0073,0.0001,-0.0020,-0.0124,0.0097,0
361508,0.9999,-0.0084,0.0073,0.0001,-0.0058,-0.0004,0.0150,0
361674,0.0990,-0.0081,-0.0077,0.9950,-0.0064,0.0111,0.0159,0
361841,0.0990,-0.0081,-0.0077,0.9950,-0.0126,0.0071,0.0091,0
362008,0.0990,-0.0081,-0.0077,0.9950,-0.0020,0.0047,0.0208,0
362174,0.0990,-0.0081,-0.0077,0.9950,-0.0104,-0.0006,0.0273,0
362341,0.0990,-0.0081,-0.0077,0.9950,0.0057,-0.0019,0.0171,0
362508,0.0990,-0.0081,-0.0077,0.9950,-0.0048,0.0098,0.0275,0
362674,0.0990,-0.0081,-0.0077,0.9950,-0.0006,0.0043,0.0100,0
362841,0.0990,-0.0081,-0.0077,0.9950,0.0051,-0.0030,0.0195,0
363008,0.0990,-0.0081,-0.0077,0.9950,-0.0078,-0.0092,0.0329,0
363174,0.0990,-0.0081,-0.0077,0.9950,0.0005,-0.0078,0.0298,0
363341,0.0990,-0.0081,-0.0077,0.9950,-0.0151,-0.0166,0.0212,0
363508,0.0990,-0.0081,-0.0077,0.9950,-0.0110,0.0086,0.0187,0
363674,0.0990,-0.0081,-0.0077,0.9950,0.0004,0.0197,0.0193,0
363841,0.0990,-0.0081,-0.0077,0.9950,0.0001,0.0104,-0.0006,0
364008,0.0990,-0.0080,-0.0077,0.9950,0.0009,-0.0102,0.0178,0
364174,0.0990,-0.0081,-0.0077,0.9950,0.0006,0.0001,0.0313,0
364341,0.0990,-0.0081,-0.0077,0.9950,-0.0108,-0.0180,0.0015,0
364508,0.0990,-0.0081,-0.0077,0.9950,-0.0145,-0.0007,0.0113,0
364674,0.0990,-0.0081,-0.0077,0.9950,-0.0072,-0.0022,0.0189,0
364841,0.0990,-0.0081,-0.0077,0.9950,-0.0022,0.0100,0.0024,0
365008,0.0990,-0.0081,-0.0077,0.9950,0.0030,0.0148,0.0255,0
365174,0.0990,-0.0081,-0.0077,0.9950,-0.0080,0.0021,0.0082,0
365341,0.0990,-0.0081,-0.0077,0.9950,-0.0069,0.0072,0.0015,0
365508,0.0990,-0.0081,-0.0077,0.9950,-0.0099,-0.0225,-0.0059,0
365674,0.0990,-0.0081,-0.0077,0.9950,-0.0063,-0.0268,0.0350,0
365841,0.0990,-0.0081,-0.0077,0.9950,-0.0150,-0.0380,0.0161,0
366008,0.0990,-0.0081,-0.0077,0.9950,-0.0075,-0.0099,0.0112,0
366174,0.0990,-0.0081,-0.0077,0.9950,-0.0062,0.0140,0.0134,0
366341,0.0990,-0.0081,-0.0077,0.9950,0.0100,0.0363,0.0051,0
366508,0.0990,-0.0081,-0.0077,0.9950,0.0136,0.0468,0.0190,0
366674,0.0990,-0.0081,-0.0077,0.9950,0.0050,0.0263,0.0285,0
366841,0.0990,-0.0081,-0.0077,0.9950,-0.0020,-0.0003,-0.0009,0
367008,0.0990,-0.0081,-0.0077,0.9950,-0.0235,-0.0329,0.0068,0
367174,0.0990,-0.0081,-0.0077,0.9950,-0.0035,-0.0145,0.0071,0
367341,0.0990,-0.0081,-0.0077,0.9950,-0.0051,0.0057,-0.0035,0
367508,0.0990,-0.0081,-0.0077,0.9950,-0.0079,0.0184,0.0069,0
367674,0.0990,-0.0081,-0.0077,0.9950,0.0026,-0.0023,0.0181,0
367841,0.0990,-0.0081,-0.0077,0.9950,0.0114,0.0035,0.0171,0
368008
368174
368341
368508
